0;132;0;132;0;132;0;0;0;0;0;0;250;123;123;0;123;144;0;78;0;78;0;0;0;0;0;0;0;433;294;221;0;98;0;0;221;66;379;156;78;0;78;370;370;0;406;0;0;123;0;0;225;0;661;0;0;0;198;0;0;132;78;739;0;66;436;0;78;559;0;0;0;0;0;0;0;0;0;144;598;0;124;0;0;0;78;494;0;123;0;436;0;0;0;0;0;334;0;66;66;0;66;0;0;0;0;191;78;0;0;190;66;0;0;0;0;0;0;0;198;0;0;0;235;0;132;0;0;132;282;0;132;0
0;0;752;123;123;255;66;78;78;0;78;0;370;0;0;0;0;0;282;250;0;123;0;766;0;0;189;66;78;0;436;0;0;436;78;752;370;0;436;123;0;0;0;0;0;240;502;0;0;78;0;436;316;0;0;0;132;625;0;0;0;0;0;0;132;0;66;0;282;316;0;0;78;0;0;187;0;123;370;0;0;0;0;122;0;532;66;0;0;0;0;0;0;0;66;0;78;99;113;0;0;0;116;66;0;0;66;0;132;0;0;0;0;0;0;0;0;0;282;0;0;144;0;0;0;198;0;0;1877;6350;12088;7775;0;0
0;113;0;66;0;112;0;502;0;436;0;436;436;316;682;559;625;156;78;0;78;237;0;0;0;0;66;112;0;0;316;123;0;198;0;464;286;66;78;0;0;282;78;886;276;0;0;250;0;123;0;66;0;0;0;0;0;66;0;0;0;78;0;127;0;0;0;0;0;0;123;0;0;0;0;0;0;0;0;436;334;0;0;0;205;0;66;0;0;0;0;0;281;0;0;0;0;0;198;0;0;0;0;0;0;0;0;225;0;0;0;0;66;0;0;0;0;0;0;0;0;0;0;204;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;439;123;123;0;66;156;872;78;0;0;0;0;0;0;0;0;0;316;123;0;0;281;0;123;502;264;78;0;0;66;0;0;78;316;0;0;123;0;436;0;0;0;436;0;66;0;0;0;78;0;316;0;114;0;0;0;123;0;0;436;0;0;0;0;502;0;752;66;0;0;436;360;0;0;0;123;0;0;0;201;555;0;0;770;66;0;0;0;132;132;66;0;0;0;0;78;66;0;0;0;66;66;0;0;0;198;0;0;0;0;0;0;0;0;0;0;0;0;0;78;282;0;0;0;0;0
0;0;0;0;0;0;0;0;250;0;123;0;0;0;0;123;66;78;0;0;264;0;332;78;0;250;0;0;123;0;0;280;132;0;872;0;66;0;282;0;78;0;428;66;0;436;0;123;0;0;0;66;0;0;0;0;66;66;127;430;0;370;0;190;370;0;0;123;0;0;0;0;0;0;0;268;0;132;111;0;0;0;0;66;0;264;0;78;282;66;111;0;0;0;0;0;0;198;0;0;0;66;0;0;0;0;0;0;0;0;0;66;78;0;0;0;1625;6748;10018;11048;0;0;0;0;0;0;0;0;0;4112;7441;252;111;66
123;0;144;580;436;78;282;0;0;0;0;0;66;0;316;123;0;0;0;436;0;502;0;78;0;0;0;0;0;0;316;0;0;123;0;0;0;0;0;0;66;0;0;0;78;0;0;250;0;0;0;0;123;111;0;486;99;0;0;0;66;0;0;250;0;0;0;78;66;0;66;66;123;0;0;0;436;0;0;0;334;66;0;112;113;112;0;0;0;223;78;0;66;0;0;212;0;0;0;0;0;198;0;0;0;249;165;66;0;0;0;0;66;0;0;78;0;0;66;0;0;0;0;6678;19057;10188;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;439;123;123;0;66;156;872;78;0;0;0;0;0;0;0;0;0;316;123;0;0;281;0;123;502;264;78;0;0;66;0;0;78;316;0;0;123;0;436;0;0;0;436;0;66;0;0;0;78;0;316;0;114;0;0;0;123;0;0;436;0;0;0;0;502;0;752;66;0;0;436;360;0;0;0;123;0;0;0;201;555;0;0;770;66;0;0;0;132;132;66;0;0;0;0;78;66;0;0;0;66;66;0;0;0;198;0;0;0;0;0;0;0;0;0;0;0;0;0;78;282;0;0;0;0;0
0;0;717;66;0;0;0;0;0;0;0;0;0;0;0;439;123;123;123;66;156;78;0;78;0;0;436;0;0;436;436;316;0;559;0;0;0;0;123;66;78;264;0;0;436;0;514;0;316;0;0;404;436;204;0;0;0;0;66;436;549;78;502;316;502;0;225;436;0;123;0;0;66;0;0;186;66;0;436;382;436;0;0;78;0;0;0;123;0;0;66;0;0;0;0;66;316;0;0;0;282;0;0;0;264;78;0;123;0;0;0;0;436;268;0;0;66;0;0;0;0;179;0;0;0;0;0;0;0;0;177;0;0;0
9798;1627;592;439;66;0;0;436;0;0;0;0;0;112;0;0;66;439;123;123;0;144;78;78;0;0;0;0;436;436;0;0;0;316;123;0;0;0;0;123;66;0;210;132;0;0;0;0;78;0;250;0;183;222;0;0;0;0;0;0;0;66;0;0;66;78;0;250;0;0;0;0;0;123;0;0;0;0;0;0;0;66;220;250;0;0;0;0;0;78;0;0;123;0;0;0;0;0;0;0;334;0;66;282;0;0;0;264;0;0;0;0;78;0;99;0;0;0;0;0;0;209;66;0;132;66;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;127;246;0;123;66;78;0;78;0;0;281;0;0;0;0;0;66;250;0;123;0;0;0;0;189;0;78;0;0;0;0;0;0;78;250;0;0;123;0;264;436;0;0;0;66;0;0;0;78;0;316;0;0;0;0;0;123;0;0;0;281;0;0;211;112;66;0;250;0;0;0;0;626;436;0;0;189;436;0;502;66;218;678;0;0;0;0;0;66;0;0;0;0;78;66;0;0;0;0;0;0;198;0;264;0;0;0;282;0;0;0;0;0;0;434;0;0;0;0;0;0;0
