0;112;112;0;66;78;0;0;0;0;0;250;123;0;66;0;78;0;0;0;0;0;0;0;0;0;250;0;123;0;66;0;360;0;99;0;0;66;78;0;250;0;0;123;0;199;66;0;199;78;0;66;0;0;78;250;0;0;0;123;0;0;66;0;0;0;305;0;0;0;477;0;0;0;66;0;306;99;144;0;0;0;99;0;78;316;0;0;0;0;0;78;123;0;66;0;0;0;0;0;250;0;78;0;0;0;0;0;123;0;66;0;0;0;0;250;0;0;0;78;0;281;0;0;0;123;66;0;98;0
0;0;0;0;0;78;0;0;123;316;0;0;0;0;0;183;98;0;0;0;0;0;0;0;346;164;0;0;0;0;0;0;0;66;0;0;0;0;0;0;0;0;198;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;281;0;0;0;0;0;0;0;0;0;0;0;98;0;516;18273;13843;6971;275;0;113;66;0;282;66;0;0;0;0;0;0;127;246;66;78;0;0;0;0;0;0;0;152;284;0;0;316;0;123;66;448;0;112;0;0;66;0;0;0;0;0;250;0;123;0;198;0;360;0
0;0;78;0;0;0;0;0;0;250;0;0;123;0;0;66;0;0;0;78;0;0;0;370;250;0;0;0;0;306;98;66;0;0;0;370;132;78;66;250;436;0;0;0;124;123;0;0;66;0;0;0;0;259;201;0;0;0;370;0;0;123;0;0;66;0;0;0;127;123;0;0;78;0;282;0;0;0;123;0;66;0;0;250;0;0;99;66;0;0;514;0;0;132;436;123;66;0;316;78;0;0;0;0;0;0;0;0;78;0;0;123;66;250;0;0;0;0;436;717;0;0;0;0;0;0;78;0;400;0
0;0;78;0;0;316;66;0;0;0;0;123;0;218;284;0;0;436;0;78;598;0;0;0;0;370;66;123;0;132;0;0;0;0;0;316;0;78;0;0;0;132;0;0;123;66;0;0;0;250;0;0;221;0;78;0;0;0;0;123;0;66;0;0;598;0;0;0;0;0;0;0;287;0;0;0;123;132;0;250;0;0;0;0;0;66;0;0;0;0;78;0;0;66;250;0;436;0;0;0;0;132;0;0;0;872;436;0;183;481;0;0;0;0;436;0;0;0;0;0;0;0;0;334;132;0;0;0;0;0
0;0;0;0;0;0;0;0;0;132;0;112;0;66;0;66;0;0;0;0;0;0;0;0;0;0;0;0;872;8813;13572;10109;174;0;0;0;0;418;66;0;0;0;0;0;0;0;316;189;0;78;0;0;0;436;0;0;0;0;0;0;0;316;123;282;66;78;218;218;436;0;0;0;0;436;0;316;0;929;66;0;78;0;0;0;0;0;0;0;0;316;0;0;123;66;0;0;78;0;0;0;0;235;436;0;316;806;281;123;0;66;0;66;740;120;436;0;0;66;66;316;0;0;0;123;0;66;0;0;0;78
316;370;0;282;0;152;284;123;0;66;0;0;66;0;0;316;78;0;152;218;0;0;0;123;0;66;436;190;0;0;316;0;0;0;78;0;0;66;0;0;123;66;0;0;0;250;0;0;282;0;0;78;0;0;0;0;123;66;0;0;316;0;0;0;0;436;0;0;0;78;0;0;123;502;316;0;0;0;0;0;0;0;0;0;436;0;78;0;0;382;0;0;281;0;0;0;0;0;0;0;0;0;436;0;334;66;0;66;0;0;0;0;0;0;0;0;0;0;0;0;0;198;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;164;0;0;0;0;0;0;0;0;0;186;8053;17726;12050;174;0;0;0;0;0;436;436;0;0;218;218;0;439;144;0;436;0;200;66;0;0;0;436;436;0;0;316;123;66;78;0;0;117;165;370;66;0;0;436;0;0;316;0;123;0;66;712;0;0;0;0;0;0;0;0;436;316;0;123;0;66;0;78;0;0;245;436;0;0;0;448;0;0;559;0;66;282;0;78;0;120;0;66;0;0;752;66;0;436;123;0;66;0;0;436;78;436;264;0;436;316
0;78;0;316;0;0;0;0;0;405;0;66;0;0;0;0;0;78;316;0;370;66;0;436;0;559;66;0;0;119;436;0;316;0;78;0;0;0;66;0;66;387;436;0;436;436;316;0;0;0;78;0;403;0;436;0;66;0;0;0;0;316;132;0;0;0;0;0;0;0;0;0;66;0;0;0;250;370;196;0;370;0;0;0;0;0;0;0;66;0;66;250;0;0;436;0;120;282;264;0;0;0;218;218;66;316;0;436;0;0;132;0;370;66;0;436;0;0;0;818;0;152;720;436;436;0;0;0;0;0
0;872;0;0;0;66;316;0;0;0;0;0;281;0;0;0;0;0;0;0;0;334;0;0;0;0;0;0;66;0;0;0;0;0;0;0;0;132;0;0;0;0;0;0;0;0;0;0;0;264;0;0;0;0;0;0;281;0;0;0;0;0;0;0;0;129;0;0;0;116;0;0;0;0;8364;13143;3349;0;0;0;195;775;502;0;436;0;0;436;0;193;312;78;0;0;0;0;132;0;0;0;0;0;0;0;250;123;502;78;0;0;0;0;0;0;0;111;0;195;267;316;886;66;580;928;0;0;66;0;0;0
0;0;0;0;0;0;250;0;123;436;66;0;0;78;0;0;0;0;0;436;752;0;0;123;0;783;0;0;126;78;66;132;0;0;0;316;0;436;0;123;0;66;0;0;0;0;78;0;0;127;300;0;0;0;0;123;0;66;66;0;0;0;0;78;0;620;0;0;0;183;99;123;0;436;0;0;0;0;0;316;0;78;0;0;0;0;1004;123;0;66;0;0;125;0;316;0;0;78;0;0;0;0;502;123;66;0;0;0;0;316;0;0;0;718;78;0;0;0;0;0;189;0;436;316;0;66;0;0;0;0
