818;436;0;0;0;0;0;218;218;0;448;0;0;0;382;0;0;0;0;475;351;0;0;0;312;0;0;0;316;0;0;0;0;0;0;0;0;0;0;0;0;629;189;0;279;0;0;0;279;0;0;0;0;0;0;316;0;0;0;0;0;351;0;0;0;0;0;0;0;316;0;0;0;436;0;313;314;0;0;295;0;0;270;382;320;0;0;370;0;0;436;0;436;0;436;0;601;201;0;0;0;0;120;667;0;0;436;0;436;0;316;201;0;0;0;0;0;0;0;0;0;0;0;0;316;0;0;0;370;0;0;0;0;0
436;0;0;436;0;0;0;0;382;0;0;0;0;0;351;0;370;0;0;0;0;0;316;0;0;0;0;0;0;0;0;218;218;0;0;436;382;0;0;0;0;0;0;0;0;270;0;0;436;382;0;0;0;0;0;351;0;0;0;218;436;218;0;382;0;0;370;0;0;0;0;0;436;0;0;0;218;600;0;0;0;152;284;0;0;0;218;218;0;0;0;382;0;436;0;218;218;350;436;0;0;436;218;218;382;0;654;218;244;0;0;0;0;0;0;0;218;218;818;0;436;0;0;0;0;0;0;0;0;0;0;0;382;0
0;0;0;436;0;0;382;0;0;0;0;0;351;370;0;0;0;0;152;284;382;0;0;0;0;0;0;0;0;0;0;0;0;686;370;0;0;0;0;0;0;0;0;0;436;0;0;382;0;0;0;0;0;350;0;0;0;0;0;0;0;316;0;0;0;0;0;0;0;0;0;0;0;0;0;764;436;0;204;448;0;0;0;0;0;436;0;0;382;0;0;0;0;0;285;613;0;0;0;0;0;0;382;436;0;0;0;0;0;0;0;0;218;436;218;0;982;284;295;0;0;0;0;0;0;436;0;0;0;0;382;0;0;0
0;0;0;0;436;517;0;0;0;0;0;0;0;0;0;0;0;0;0;316;0;0;0;0;0;0;0;0;0;0;0;0;0;316;0;0;0;0;0;350;0;0;0;0;0;0;0;451;0;0;0;0;0;0;0;0;0;0;0;0;316;0;0;0;0;0;0;0;0;436;436;0;0;436;382;0;0;0;0;0;350;0;0;0;0;0;0;0;316;0;273;0;0;0;0;0;0;0;0;0;0;316;0;0;0;0;0;0;0;0;0;0;0;295;0;316;152;284;0;436;0;351;0;0;0;0;0;448;0;382;0;0;0;0
0;0;0;0;0;0;0;0;0;534;218;436;0;0;436;460;0;0;0;0;0;0;382;0;0;0;0;0;0;0;320;0;436;0;0;0;382;0;0;0;0;0;0;0;0;0;0;370;0;0;316;0;0;0;370;0;351;0;0;0;0;0;0;0;316;0;0;0;0;0;0;0;0;0;0;0;0;0;316;0;0;0;0;0;0;0;0;0;0;0;0;316;0;0;0;0;0;350;0;0;0;0;0;0;0;316;0;0;0;0;0;0;0;0;0;0;0;0;0;316;0;0;0;0;0;0;0;0;0;0;0;0;316;275
800;0;0;0;0;0;0;0;0;0;0;0;451;0;0;0;0;0;0;0;0;0;0;0;0;0;574;0;0;0;0;0;351;0;0;436;0;0;0;127;255;0;0;0;0;436;0;436;0;0;436;0;0;602;201;806;66;436;0;0;0;0;0;0;0;0;0;382;436;0;0;0;0;462;0;0;0;0;0;0;0;382;0;0;0;0;0;436;0;218;218;0;0;0;218;612;436;0;0;0;0;0;0;654;218;0;0;0;382;0;0;0;370;0;350;0;0;0;0;0;436;0;382;0;0;0;436;0;0;218;436;218;0;0
0;0;1200;0;0;0;0;0;351;0;0;0;0;0;0;0;382;0;0;0;218;218;436;0;0;0;0;0;436;382;0;436;0;0;0;0;0;0;0;0;0;0;0;517;0;0;0;0;0;350;0;0;436;0;0;0;0;382;0;0;0;0;0;0;0;0;218;218;0;0;0;534;284;0;0;0;0;0;0;0;0;0;0;0;382;0;0;0;0;0;186;164;872;0;0;436;152;296;382;0;0;0;0;0;0;0;0;0;0;0;0;0;316;0;0;0;0;0;0;0;0;0;0;0;0;0;316;436;0;448;0;0;350;0
0;0;0;0;0;0;436;0;0;436;0;0;382;0;0;0;0;436;0;0;436;0;0;0;0;382;370;0;0;0;0;186;601;0;436;436;0;0;0;382;0;0;0;436;0;0;0;0;370;66;0;0;0;382;0;0;0;0;0;152;66;218;0;0;0;0;0;382;0;0;0;0;436;460;0;0;0;0;0;0;382;0;0;872;0;0;0;0;0;0;0;0;0;0;673;0;0;0;0;0;0;0;0;0;0;436;218;218;382;0;0;0;0;0;351;0;0;0;0;0;0;0;451;0;186;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;752;436;229;0;0;436;351;0;0;0;0;0;0;0;382;436;0;0;0;0;0;0;0;0;0;0;0;382;0;0;0;0;0;0;0;0;0;0;0;0;0;316;0;0;0;0;0;350;0;0;0;0;0;0;436;382;0;0;0;0;0;0;0;0;0;0;0;0;0;316;0;0;0;218;218;0;0;0;0;0;281;0;382;0;0;436;0;0;285;66;0;0;0;0;421;218;382;0;0;0;0;0;370;436;0;0;0;0;0;0;1254;436;0;436;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;382;0;0;0;0;0;0;0;0;0;0;436;0;382;0;0;0;0;0;0;0;448;0;436;0;0;0;0;382;0;0;0;0;350;0;0;0;0;0;0;0;316;0;0;0;0;0;0;0;0;0;0;0;0;0;316;0;0;0;0;0;0;0;0;0;0;0;0;316;0;0;0;0;0;350;0;0;0;0;0;0;436;382;0;0;0;370;0;0;0;0;0;0;370;0;0;316;0;0;0;0;0;0;0;370;0;0;0;0;0;752;448;0;0;0;0;350;0;0;0;0;0;0;382;0;0;0;0
